year,cbsa,cbsatitle,category,indicator,value
2013,12540,"Bakersfield, CA",Prosperity,"Average Annual Wage, indexed to 2000",0.207705766
2014,12540,"Bakersfield, CA",Prosperity,"Average Annual Wage, indexed to 2000",0.22388719
2000,12540,"Bakersfield, CA",Prosperity,"Output Per Job, indexed to 2000",0
2001,12540,"Bakersfield, CA",Prosperity,"Output Per Job, indexed to 2000",-0.007925546
2002,12540,"Bakersfield, CA",Prosperity,"Output Per Job, indexed to 2000",0.013389611
2003,12540,"Bakersfield, CA",Prosperity,"Output Per Job, indexed to 2000",0.012126213
2004,12540,"Bakersfield, CA",Prosperity,"Output Per Job, indexed to 2000",0.06918627
2005,12540,"Bakersfield, CA",Prosperity,"Output Per Job, indexed to 2000",0.086416885
2006,12540,"Bakersfield, CA",Prosperity,"Output Per Job, indexed to 2000",0.130173177
2007,12540,"Bakersfield, CA",Prosperity,"Output Per Job, indexed to 2000",0.117076479
2008,12540,"Bakersfield, CA",Prosperity,"Output Per Job, indexed to 2000",0.145559087
2009,12540,"Bakersfield, CA",Prosperity,"Output Per Job, indexed to 2000",0.196865588
2010,12540,"Bakersfield, CA",Prosperity,"Output Per Job, indexed to 2000",0.152177796
2011,12540,"Bakersfield, CA",Prosperity,"Output Per Job, indexed to 2000",0.155982941
2012,12540,"Bakersfield, CA",Prosperity,"Output Per Job, indexed to 2000",0.176583126
2013,12540,"Bakersfield, CA",Prosperity,"Output Per Job, indexed to 2000",0.122839801
2014,12540,"Bakersfield, CA",Prosperity,"Output Per Job, indexed to 2000",0.075849384
2000,12540,"Bakersfield, CA",Prosperity,"Output Per Person, indexed to 2000",0
2001,12540,"Bakersfield, CA",Prosperity,"Output Per Person, indexed to 2000",-0.001238367
2002,12540,"Bakersfield, CA",Prosperity,"Output Per Person, indexed to 2000",0.011921586
2003,12540,"Bakersfield, CA",Prosperity,"Output Per Person, indexed to 2000",-0.008683553
2004,12540,"Bakersfield, CA",Prosperity,"Output Per Person, indexed to 2000",0.020735929
2005,12540,"Bakersfield, CA",Prosperity,"Output Per Person, indexed to 2000",0.053265739
2006,12540,"Bakersfield, CA",Prosperity,"Output Per Person, indexed to 2000",0.104868568
2007,12540,"Bakersfield, CA",Prosperity,"Output Per Person, indexed to 2000",0.090804361
2008,12540,"Bakersfield, CA",Prosperity,"Output Per Person, indexed to 2000",0.105479687
2009,12540,"Bakersfield, CA",Prosperity,"Output Per Person, indexed to 2000",0.077893123
2010,12540,"Bakersfield, CA",Prosperity,"Output Per Person, indexed to 2000",0.025418121
2011,12540,"Bakersfield, CA",Prosperity,"Output Per Person, indexed to 2000",0.05460405
2012,12540,"Bakersfield, CA",Prosperity,"Output Per Person, indexed to 2000",0.112260789
2013,12540,"Bakersfield, CA",Prosperity,"Output Per Person, indexed to 2000",0.087448321
2014,12540,"Bakersfield, CA",Prosperity,"Output Per Person, indexed to 2000",0.059630845
2000,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Average Annual Wage, indexed to 2000",0
2001,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Average Annual Wage, indexed to 2000",0.029293695
2002,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Average Annual Wage, indexed to 2000",0.058706176
2003,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Average Annual Wage, indexed to 2000",0.080615118
2004,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Average Annual Wage, indexed to 2000",0.11668767
2005,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Average Annual Wage, indexed to 2000",0.126899242
2006,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Average Annual Wage, indexed to 2000",0.142865419
2007,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Average Annual Wage, indexed to 2000",0.157082826
2008,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Average Annual Wage, indexed to 2000",0.152576834
2009,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Average Annual Wage, indexed to 2000",0.177018315
2010,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Average Annual Wage, indexed to 2000",0.186442897
2011,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Average Annual Wage, indexed to 2000",0.186209857
2012,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Average Annual Wage, indexed to 2000",0.195105046
2013,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Average Annual Wage, indexed to 2000",0.181290105
2014,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Average Annual Wage, indexed to 2000",0.193278775
2000,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Output Per Job, indexed to 2000",0
2001,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Output Per Job, indexed to 2000",0.028217109
2002,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Output Per Job, indexed to 2000",0.049942106
2003,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Output Per Job, indexed to 2000",0.075808227
2004,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Output Per Job, indexed to 2000",0.10335093
2005,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Output Per Job, indexed to 2000",0.12083713
2006,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Output Per Job, indexed to 2000",0.125840232
2007,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Output Per Job, indexed to 2000",0.133624807
2008,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Output Per Job, indexed to 2000",0.142858863
2009,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Output Per Job, indexed to 2000",0.177942291
2010,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Output Per Job, indexed to 2000",0.216049865
2011,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Output Per Job, indexed to 2000",0.219961047
2012,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Output Per Job, indexed to 2000",0.210567087
2013,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Output Per Job, indexed to 2000",0.209294498
2014,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Output Per Job, indexed to 2000",0.211689562
2000,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Output Per Person, indexed to 2000",0
2001,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Output Per Person, indexed to 2000",0.026200825
2002,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Output Per Person, indexed to 2000",0.033902843
2003,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Output Per Person, indexed to 2000",0.049262032
2004,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Output Per Person, indexed to 2000",0.082420126
2005,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Output Per Person, indexed to 2000",0.113073237
2006,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Output Per Person, indexed to 2000",0.130136415
2007,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Output Per Person, indexed to 2000",0.14308317
2008,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Output Per Person, indexed to 2000",0.143537372
2009,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Output Per Person, indexed to 2000",0.135369346
2010,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Output Per Person, indexed to 2000",0.164418444
2011,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Output Per Person, indexed to 2000",0.177152798
2012,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Output Per Person, indexed to 2000",0.179346412
2013,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Output Per Person, indexed to 2000",0.185316995
2014,12580,"Baltimore-Columbia-Towson, MD",Prosperity,"Output Per Person, indexed to 2000",0.19309698
2000,12940,"Baton Rouge, LA",Prosperity,"Average Annual Wage, indexed to 2000",0
2001,12940,"Baton Rouge, LA",Prosperity,"Average Annual Wage, indexed to 2000",0.015328971
2002,12940,"Baton Rouge, LA",Prosperity,"Average Annual Wage, indexed to 2000",0.035206299
2003,12940,"Baton Rouge, LA",Prosperity,"Average Annual Wage, indexed to 2000",0.043164507
2004,12940,"Baton Rouge, LA",Prosperity,"Average Annual Wage, indexed to 2000",0.05059243
2005,12940,"Baton Rouge, LA",Prosperity,"Average Annual Wage, indexed to 2000",0.062829435
2006,12940,"Baton Rouge, LA",Prosperity,"Average Annual Wage, indexed to 2000",0.114901811
2007,12940,"Baton Rouge, LA",Prosperity,"Average Annual Wage, indexed to 2000",0.140089363
2008,12940,"Baton Rouge, LA",Prosperity,"Average Annual Wage, indexed to 2000",0.1824864
2009,12940,"Baton Rouge, LA",Prosperity,"Average Annual Wage, indexed to 2000",0.198671997
2010,12940,"Baton Rouge, LA",Prosperity,"Average Annual Wage, indexed to 2000",0.191865876
2011,12940,"Baton Rouge, LA",Prosperity,"Average Annual Wage, indexed to 2000",0.179878384
2012,12940,"Baton Rouge, LA",Prosperity,"Average Annual Wage, indexed to 2000",0.197315469
2013,12940,"Baton Rouge, LA",Prosperity,"Average Annual Wage, indexed to 2000",0.21117723
2014,12940,"Baton Rouge, LA",Prosperity,"Average Annual Wage, indexed to 2000",0.228519931
2000,12940,"Baton Rouge, LA",Prosperity,"Output Per Job, indexed to 2000",0
2001,12940,"Baton Rouge, LA",Prosperity,"Output Per Job, indexed to 2000",-0.008032647
2002,12940,"Baton Rouge, LA",Prosperity,"Output Per Job, indexed to 2000",0.076263607
2003,12940,"Baton Rouge, LA",Prosperity,"Output Per Job, indexed to 2000",0.140109241
2004,12940,"Baton Rouge, LA",Prosperity,"Output Per Job, indexed to 2000",0.206425801
2005,12940,"Baton Rouge, LA",Prosperity,"Output Per Job, indexed to 2000",0.320299178
2006,12940,"Baton Rouge, LA",Prosperity,"Output Per Job, indexed to 2000",0.277838826
2007,12940,"Baton Rouge, LA",Prosperity,"Output Per Job, indexed to 2000",0.229539871
2008,12940,"Baton Rouge, LA",Prosperity,"Output Per Job, indexed to 2000",0.215728194
2009,12940,"Baton Rouge, LA",Prosperity,"Output Per Job, indexed to 2000",0.225545555
2010,12940,"Baton Rouge, LA",Prosperity,"Output Per Job, indexed to 2000",0.333003432
2011,12940,"Baton Rouge, LA",Prosperity,"Output Per Job, indexed to 2000",0.317004383
2012,12940,"Baton Rouge, LA",Prosperity,"Output Per Job, indexed to 2000",0.305446655
2013,12940,"Baton Rouge, LA",Prosperity,"Output Per Job, indexed to 2000",0.260681927
2014,12940,"Baton Rouge, LA",Prosperity,"Output Per Job, indexed to 2000",0.262186319
2000,12940,"Baton Rouge, LA",Prosperity,"Output Per Person, indexed to 2000",0
2001,12940,"Baton Rouge, LA",Prosperity,"Output Per Person, indexed to 2000",-0.024076715
2002,12940,"Baton Rouge, LA",Prosperity,"Output Per Person, indexed to 2000",0.051413313
2003,12940,"Baton Rouge, LA",Prosperity,"Output Per Person, indexed to 2000",0.111974932
2004,12940,"Baton Rouge, LA",Prosperity,"Output Per Person, indexed to 2000",0.176206246
2005,12940,"Baton Rouge, LA",Prosperity,"Output Per Person, indexed to 2000",0.315117091
2006,12940,"Baton Rouge, LA",Prosperity,"Output Per Person, indexed to 2000",0.241653606
2007,12940,"Baton Rouge, LA",Prosperity,"Output Per Person, indexed to 2000",0.222988933
2008,12940,"Baton Rouge, LA",Prosperity,"Output Per Person, indexed to 2000",0.203286216
2009,12940,"Baton Rouge, LA",Prosperity,"Output Per Person, indexed to 2000",0.188585714
2010,12940,"Baton Rouge, LA",Prosperity,"Output Per Person, indexed to 2000",0.255069345
2011,12940,"Baton Rouge, LA",Prosperity,"Output Per Person, indexed to 2000",0.250527114
2012,12940,"Baton Rouge, LA",Prosperity,"Output Per Person, indexed to 2000",0.247207388
2013,12940,"Baton Rouge, LA",Prosperity,"Output Per Person, indexed to 2000",0.227237672
2014,12940,"Baton Rouge, LA",Prosperity,"Output Per Person, indexed to 2000",0.251794934
2000,13820,"Birmingham-Hoover, AL",Prosperity,"Average Annual Wage, indexed to 2000",0
2001,13820,"Birmingham-Hoover, AL",Prosperity,"Average Annual Wage, indexed to 2000",0.016536254
2002,13820,"Birmingham-Hoover, AL",Prosperity,"Average Annual Wage, indexed to 2000",0.048295088
2003,13820,"Birmingham-Hoover, AL",Prosperity,"Average Annual Wage, indexed to 2000",0.062578551
2004,13820,"Birmingham-Hoover, AL",Prosperity,"Average Annual Wage, indexed to 2000",0.083896108
2005,13820,"Birmingham-Hoover, AL",Prosperity,"Average Annual Wage, indexed to 2000",0.094244741
2006,13820,"Birmingham-Hoover, AL",Prosperity,"Average Annual Wage, indexed to 2000",0.099603333
2007,13820,"Birmingham-Hoover, AL",Prosperity,"Average Annual Wage, indexed to 2000",0.1185866
2008,13820,"Birmingham-Hoover, AL",Prosperity,"Average Annual Wage, indexed to 2000",0.110286087
2009,13820,"Birmingham-Hoover, AL",Prosperity,"Average Annual Wage, indexed to 2000",0.112416409
2010,13820,"Birmingham-Hoover, AL",Prosperity,"Average Annual Wage, indexed to 2000",0.108891271
2011,13820,"Birmingham-Hoover, AL",Prosperity,"Average Annual Wage, indexed to 2000",0.110230431
2012,13820,"Birmingham-Hoover, AL",Prosperity,"Average Annual Wage, indexed to 2000",0.132041216
2013,13820,"Birmingham-Hoover, AL",Prosperity,"Average Annual Wage, indexed to 2000",0.119926825
2014,13820,"Birmingham-Hoover, AL",Prosperity,"Average Annual Wage, indexed to 2000",0.132546112
2000,13820,"Birmingham-Hoover, AL",Prosperity,"Output Per Job, indexed to 2000",0
2001,13820,"Birmingham-Hoover, AL",Prosperity,"Output Per Job, indexed to 2000",0.007350436
2002,13820,"Birmingham-Hoover, AL",Prosperity,"Output Per Job, indexed to 2000",0.046445262
2003,13820,"Birmingham-Hoover, AL",Prosperity,"Output Per Job, indexed to 2000",0.072021857
2004,13820,"Birmingham-Hoover, AL",Prosperity,"Output Per Job, indexed to 2000",0.106991194
2005,13820,"Birmingham-Hoover, AL",Prosperity,"Output Per Job, indexed to 2000",0.11246179
2006,13820,"Birmingham-Hoover, AL",Prosperity,"Output Per Job, indexed to 2000",0.101722069
2007,13820,"Birmingham-Hoover, AL",Prosperity,"Output Per Job, indexed to 2000",0.098486267
2008,13820,"Birmingham-Hoover, AL",Prosperity,"Output Per Job, indexed to 2000",0.108935192
2009,13820,"Birmingham-Hoover, AL",Prosperity,"Output Per Job, indexed to 2000",0.12099234
2010,13820,"Birmingham-Hoover, AL",Prosperity,"Output Per Job, indexed to 2000",0.158646375
2011,13820,"Birmingham-Hoover, AL",Prosperity,"Output Per Job, indexed to 2000",0.171164915
2012,13820,"Birmingham-Hoover, AL",Prosperity,"Output Per Job, indexed to 2000",0.165742487
2013,13820,"Birmingham-Hoover, AL",Prosperity,"Output Per Job, indexed to 2000",0.185673207
2014,13820,"Birmingham-Hoover, AL",Prosperity,"Output Per Job, indexed to 2000",0.176867202
2000,13820,"Birmingham-Hoover, AL",Prosperity,"Output Per Person, indexed to 2000",0
2001,13820,"Birmingham-Hoover, AL",Prosperity,"Output Per Person, indexed to 2000",-0.000353515
2002,13820,"Birmingham-Hoover, AL",Prosperity,"Output Per Person, indexed to 2000",0.020644726
2003,13820,"Birmingham-Hoover, AL",Prosperity,"Output Per Person, indexed to 2000",0.031047223
2004,13820,"Birmingham-Hoover, AL",Prosperity,"Output Per Person, indexed to 2000",0.068332687
2005,13820,"Birmingham-Hoover, AL",Prosperity,"Output Per Person, indexed to 2000",0.081133559
2006,13820,"Birmingham-Hoover, AL",Prosperity,"Output Per Person, indexed to 2000",0.077818319
2007,13820,"Birmingham-Hoover, AL",Prosperity,"Output Per Person, indexed to 2000",0.076284982
2008,13820,"Birmingham-Hoover, AL",Prosperity,"Output Per Person, indexed to 2000",0.068819806
2009,13820,"Birmingham-Hoover, AL",Prosperity,"Output Per Person, indexed to 2000",0.013358757
2010,13820,"Birmingham-Hoover, AL",Prosperity,"Output Per Person, indexed to 2000",0.02737668
2011,13820,"Birmingham-Hoover, AL",Prosperity,"Output Per Person, indexed to 2000",0.040158428
2012,13820,"Birmingham-Hoover, AL",Prosperity,"Output Per Person, indexed to 2000",0.048767347
2013,13820,"Birmingham-Hoover, AL",Prosperity,"Output Per Person, indexed to 2000",0.07406345
2014,13820,"Birmingham-Hoover, AL",Prosperity,"Output Per Person, indexed to 2000",0.071433946
2000,14260,"Boise City, ID",Prosperity,"Average Annual Wage, indexed to 2000",0
2001,14260,"Boise City, ID",Prosperity,"Average Annual Wage, indexed to 2000",-0.036385387
2002,14260,"Boise City, ID",Prosperity,"Average Annual Wage, indexed to 2000",-0.038521469
2003,14260,"Boise City, ID",Prosperity,"Average Annual Wage, indexed to 2000",-0.03371216
2004,14260,"Boise City, ID",Prosperity,"Average Annual Wage, indexed to 2000",-0.013257029
2005,14260,"Boise City, ID",Prosperity,"Average Annual Wage, indexed to 2000",-0.015393639
2006,14260,"Boise City, ID",Prosperity,"Average Annual Wage, indexed to 2000",0.012751083
2007,14260,"Boise City, ID",Prosperity,"Average Annual Wage, indexed to 2000",0.017133953
2008,14260,"Boise City, ID",Prosperity,"Average Annual Wage, indexed to 2000",-0.027173638
2009,14260,"Boise City, ID",Prosperity,"Average Annual Wage, indexed to 2000",-0.02638193
2010,14260,"Boise City, ID",Prosperity,"Average Annual Wage, indexed to 2000",-0.021965653
2011,14260,"Boise City, ID",Prosperity,"Average Annual Wage, indexed to 2000",-0.036148809
2012,14260,"Boise City, ID",Prosperity,"Average Annual Wage, indexed to 2000",-0.048144236
2013,14260,"Boise City, ID",Prosperity,"Average Annual Wage, indexed to 2000",-0.034063149
2014,14260,"Boise City, ID",Prosperity,"Average Annual Wage, indexed to 2000",-0.011576829
2000,14260,"Boise City, ID",Prosperity,"Output Per Job, indexed to 2000",0
2001,14260,"Boise City, ID",Prosperity,"Output Per Job, indexed to 2000",-0.020961544
2002,14260,"Boise City, ID",Prosperity,"Output Per Job, indexed to 2000",0.006561297
2003,14260,"Boise City, ID",Prosperity,"Output Per Job, indexed to 2000",0.03818284
2004,14260,"Boise City, ID",Prosperity,"Output Per Job, indexed to 2000",0.05643072
2005,14260,"Boise City, ID",Prosperity,"Output Per Job, indexed to 2000",0.081544414
2006,14260,"Boise City, ID",Prosperity,"Output Per Job, indexed to 2000",0.098687276
2007,14260,"Boise City, ID",Prosperity,"Output Per Job, indexed to 2000",0.108551033
2008,14260,"Boise City, ID",Prosperity,"Output Per Job, indexed to 2000",0.116418444
2009,14260,"Boise City, ID",Prosperity,"Output Per Job, indexed to 2000",0.126123652
2010,14260,"Boise City, ID",Prosperity,"Output Per Job, indexed to 2000",0.149095625
2011,14260,"Boise City, ID",Prosperity,"Output Per Job, indexed to 2000",0.129599437
2012,14260,"Boise City, ID",Prosperity,"Output Per Job, indexed to 2000",0.126696885
2013,14260,"Boise City, ID",Prosperity,"Output Per Job, indexed to 2000",0.132862046
2014,14260,"Boise City, ID",Prosperity,"Output Per Job, indexed to 2000",0.130741343
2000,14260,"Boise City, ID",Prosperity,"Output Per Person, indexed to 2000",0
2001,14260,"Boise City, ID",Prosperity,"Output Per Person, indexed to 2000",-0.036231671
2002,14260,"Boise City, ID",Prosperity,"Output Per Person, indexed to 2000",-0.036983095
2003,14260,"Boise City, ID",Prosperity,"Output Per Person, indexed to 2000",-0.029667912
2004,14260,"Boise City, ID",Prosperity,"Output Per Person, indexed to 2000",-0.009504563
2005,14260,"Boise City, ID",Prosperity,"Output Per Person, indexed to 2000",0.025874058
2006,14260,"Boise City, ID",Prosperity,"Output Per Person, indexed to 2000",0.062861636
2007,14260,"Boise City, ID",Prosperity,"Output Per Person, indexed to 2000",0.053624142
2008,14260,"Boise City, ID",Prosperity,"Output Per Person, indexed to 2000",0.026808757
2009,14260,"Boise City, ID",Prosperity,"Output Per Person, indexed to 2000",-0.042369828
2010,14260,"Boise City, ID",Prosperity,"Output Per Person, indexed to 2000",-0.041256819
2011,14260,"Boise City, ID",Prosperity,"Output Per Person, indexed to 2000",-0.055466454
2012,14260,"Boise City, ID",Prosperity,"Output Per Person, indexed to 2000",-0.046422571
2013,14260,"Boise City, ID",Prosperity,"Output Per Person, indexed to 2000",-0.031061243
2014,14260,"Boise City, ID",Prosperity,"Output Per Person, indexed to 2000",-0.024755398
2000,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Average Annual Wage, indexed to 2000",0
2001,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Average Annual Wage, indexed to 2000",-0.008478385
2002,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Average Annual Wage, indexed to 2000",-0.02299203
2003,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Average Annual Wage, indexed to 2000",-0.012040699
2004,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Average Annual Wage, indexed to 2000",0.022917295
2005,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Average Annual Wage, indexed to 2000",0.017471841
2006,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Average Annual Wage, indexed to 2000",0.037938464
2007,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Average Annual Wage, indexed to 2000",0.066953778
2008,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Average Annual Wage, indexed to 2000",0.057345245
2009,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Average Annual Wage, indexed to 2000",0.046521287
2010,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Average Annual Wage, indexed to 2000",0.062587209
2011,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Average Annual Wage, indexed to 2000",0.071659178
2012,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Average Annual Wage, indexed to 2000",0.080053121
2013,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Average Annual Wage, indexed to 2000",0.080301762
2014,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Average Annual Wage, indexed to 2000",0.106382363
2000,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Output Per Job, indexed to 2000",0
2001,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Output Per Job, indexed to 2000",0.01358675
2002,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Output Per Job, indexed to 2000",0.042188574
2003,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Output Per Job, indexed to 2000",0.079726651
2004,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Output Per Job, indexed to 2000",0.10430219
2005,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Output Per Job, indexed to 2000",0.115498506
2006,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Output Per Job, indexed to 2000",0.118309014
2007,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Output Per Job, indexed to 2000",0.131456748
2008,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Output Per Job, indexed to 2000",0.126268953
2009,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Output Per Job, indexed to 2000",0.138295799
2010,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Output Per Job, indexed to 2000",0.177057788
2011,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Output Per Job, indexed to 2000",0.192604929
2012,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Output Per Job, indexed to 2000",0.197618976
2013,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Output Per Job, indexed to 2000",0.1964138
2014,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Output Per Job, indexed to 2000",0.205728084
2000,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Output Per Person, indexed to 2000",0
2001,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Output Per Person, indexed to 2000",0.011159515
2002,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Output Per Person, indexed to 2000",0.007935676
2003,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Output Per Person, indexed to 2000",0.021117579
2004,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Output Per Person, indexed to 2000",0.04468191
2005,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Output Per Person, indexed to 2000",0.066827029
2006,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Output Per Person, indexed to 2000",0.082325369
2007,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Output Per Person, indexed to 2000",0.107339054
2008,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Output Per Person, indexed to 2000",0.102071926
2009,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Output Per Person, indexed to 2000",0.068027668
2010,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Output Per Person, indexed to 2000",0.100208379
2011,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Output Per Person, indexed to 2000",0.115939431
2012,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Output Per Person, indexed to 2000",0.12933135
2013,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Output Per Person, indexed to 2000",0.132447645
2014,14460,"Boston-Cambridge-Newton, MA-NH",Prosperity,"Output Per Person, indexed to 2000",0.152601197
2000,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Average Annual Wage, indexed to 2000",0
2001,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Average Annual Wage, indexed to 2000",0.02066748
2002,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Average Annual Wage, indexed to 2000",-0.026617842
2003,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Average Annual Wage, indexed to 2000",-0.011843507
2004,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Average Annual Wage, indexed to 2000",0.029651562
2005,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Average Annual Wage, indexed to 2000",0.053162012
2006,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Average Annual Wage, indexed to 2000",0.08886002
2007,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Average Annual Wage, indexed to 2000",0.134911954
2008,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Average Annual Wage, indexed to 2000",0.097159788
2009,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Average Annual Wage, indexed to 2000",0.056255218
2010,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Average Annual Wage, indexed to 2000",0.083946429
2011,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Average Annual Wage, indexed to 2000",0.09456715
2012,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Average Annual Wage, indexed to 2000",0.0828619
2013,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Average Annual Wage, indexed to 2000",0.059419539
2014,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Average Annual Wage, indexed to 2000",0.068063356
2000,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Output Per Job, indexed to 2000",0
2001,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Output Per Job, indexed to 2000",0.043513864
2002,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Output Per Job, indexed to 2000",0.066989273
2003,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Output Per Job, indexed to 2000",0.094808415
2004,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Output Per Job, indexed to 2000",0.156438142
2005,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Output Per Job, indexed to 2000",0.171860695
2006,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Output Per Job, indexed to 2000",0.204720914
2007,14860,"Bridgeport-Stamford-Norwalk, CT",Prosperity,"Output Per Job, indexed to 2000",0.213035375
