Year,CBSA,CBSA_Name,Race,Indicator,Value,SE,Sig
2000-2014,12540,"Bakersfield, CA",Hispanic,Percent Change in Median Earnings,0.153346986,0.042961262,*
2000-2014,12540,"Bakersfield, CA",Asian,Percent Change in Median Earnings,0.349416047,0.271566689,
2000-2014,12540,"Bakersfield, CA",Other,Percent Change in Median Earnings,0.124513358,0.201966405,
2000-2014,12540,"Bakersfield, CA",People of Color,Percent Change in Median Earnings,0.124513365,0.052581467,*
2000-2014,12540,"Bakersfield, CA",Total,Percent Change in Median Earnings,-0.013584775,0.025705567,
2009-2014,12540,"Bakersfield, CA",White,Percent Change in Median Earnings,0.004015362,0.087235011,
2009-2014,12540,"Bakersfield, CA",Black,Percent Change in Median Earnings,0.185578376,0.280715525,
2009-2014,12540,"Bakersfield, CA",Hispanic,Percent Change in Median Earnings,0.027501201,0.048332285,
2009-2014,12540,"Bakersfield, CA",Asian,Percent Change in Median Earnings,0.242202938,0.283529669,
2009-2014,12540,"Bakersfield, CA",Other,Percent Change in Median Earnings,0.387126654,0.450133353,
2009-2014,12540,"Bakersfield, CA",People of Color,Percent Change in Median Earnings,0.078876302,0.061584268,
2009-2014,12540,"Bakersfield, CA",Total,Percent Change in Median Earnings,-0.036717646,0.048170317,
2013-2014,12540,"Bakersfield, CA",White,Percent Change in Median Earnings,-0.026009142,0.086301692,
2013-2014,12540,"Bakersfield, CA",Black,Percent Change in Median Earnings,-0.013193464,0.248860151,
2013-2014,12540,"Bakersfield, CA",Hispanic,Percent Change in Median Earnings,-0.013193483,0.043302491,
2013-2014,12540,"Bakersfield, CA",Asian,Percent Change in Median Earnings,0.287138999,0.280079126,
2013-2014,12540,"Bakersfield, CA",Other,Percent Change in Median Earnings,0.138622984,0.25467357,
2013-2014,12540,"Bakersfield, CA",People of Color,Percent Change in Median Earnings,0.036146879,0.054619655,
2013-2014,12540,"Bakersfield, CA",Total,Percent Change in Median Earnings,-0.013193464,0.03255339,
2000-2014,12580,"Baltimore-Columbia-Towson, MD",White,Percent Change in Median Earnings,0.123292342,0.024276126,*
2000-2014,12580,"Baltimore-Columbia-Towson, MD",Black,Percent Change in Median Earnings,-0.030591968,0.017574552,*
2000-2014,12580,"Baltimore-Columbia-Towson, MD",Hispanic,Percent Change in Median Earnings,-0.07994362,0.0735543,
2000-2014,12580,"Baltimore-Columbia-Towson, MD",Asian,Percent Change in Median Earnings,0.199480861,0.106318593,*
2000-2014,12580,"Baltimore-Columbia-Towson, MD",Other,Percent Change in Median Earnings,-0.062905595,0.08677166,
2000-2014,12580,"Baltimore-Columbia-Towson, MD",People of Color,Percent Change in Median Earnings,-0.038877495,0.017478636,*
2000-2014,12580,"Baltimore-Columbia-Towson, MD",Total,Percent Change in Median Earnings,0.070965074,0.00056222,*
2009-2014,12580,"Baltimore-Columbia-Towson, MD",White,Percent Change in Median Earnings,0.012822573,0.033077229,
2009-2014,12580,"Baltimore-Columbia-Towson, MD",Black,Percent Change in Median Earnings,-0.075248957,0.016806196,*
2009-2014,12580,"Baltimore-Columbia-Towson, MD",Hispanic,Percent Change in Median Earnings,-0.001268862,0.111556567,
2009-2014,12580,"Baltimore-Columbia-Towson, MD",Asian,Percent Change in Median Earnings,-0.123458683,0.121285111,
2009-2014,12580,"Baltimore-Columbia-Towson, MD",Other,Percent Change in Median Earnings,-0.13769199,0.137494251,
2009-2014,12580,"Baltimore-Columbia-Towson, MD",People of Color,Percent Change in Median Earnings,-0.075248957,0.022410898,*
2009-2014,12580,"Baltimore-Columbia-Towson, MD",Total,Percent Change in Median Earnings,-0.026577799,0.020044191,
2013-2014,12580,"Baltimore-Columbia-Towson, MD",White,Percent Change in Median Earnings,0.008735621,0.021816621,
2013-2014,12580,"Baltimore-Columbia-Towson, MD",Black,Percent Change in Median Earnings,-0.045025941,0.032364391,
2013-2014,12580,"Baltimore-Columbia-Towson, MD",Hispanic,Percent Change in Median Earnings,-0.11482472,0.082088977,
2013-2014,12580,"Baltimore-Columbia-Towson, MD",Asian,Percent Change in Median Earnings,-0.0601843,0.104320586,
2013-2014,12580,"Baltimore-Columbia-Towson, MD",Other,Percent Change in Median Earnings,-0.04608709,0.184048206,
2013-2014,12580,"Baltimore-Columbia-Towson, MD",People of Color,Percent Change in Median Earnings,-0.074868903,0.035369862,*
2013-2014,12580,"Baltimore-Columbia-Towson, MD",Total,Percent Change in Median Earnings,-0.013193483,0.000745778,*
2000-2014,12940,"Baton Rouge, LA",White,Percent Change in Median Earnings,0.199480861,0.028535323,*
2000-2014,12940,"Baton Rouge, LA",Black,Percent Change in Median Earnings,0.149502531,0.054298069,*
2000-2014,12940,"Baton Rouge, LA",Hispanic,Percent Change in Median Earnings,-0.250324428,0.071518265,*
2000-2014,12940,"Baton Rouge, LA",Asian,Percent Change in Median Earnings,0.077964813,0.317376345,
2000-2014,12940,"Baton Rouge, LA",Other,Percent Change in Median Earnings,-0.007782384,0.463236302,
2000-2014,12940,"Baton Rouge, LA",People of Color,Percent Change in Median Earnings,0.134509042,0.059063699,*
2000-2014,12940,"Baton Rouge, LA",Total,Percent Change in Median Earnings,0.08648628,0.034731455,*
2009-2014,12940,"Baton Rouge, LA",White,Percent Change in Median Earnings,0.087942436,0.063426845,
2009-2014,12940,"Baton Rouge, LA",Black,Percent Change in Median Earnings,0.063463785,0.06961032,
2009-2014,12940,"Baton Rouge, LA",Hispanic,Percent Change in Median Earnings,-0.260199159,0.125707567,*
2009-2014,12940,"Baton Rouge, LA",Asian,Percent Change in Median Earnings,-0.418727934,0.391236067,
2009-2014,12940,"Baton Rouge, LA",Other,Percent Change in Median Earnings,0.387126595,0.783168137,
2009-2014,12940,"Baton Rouge, LA",People of Color,Percent Change in Median Earnings,-0.000388149,0.071791843,
2009-2014,12940,"Baton Rouge, LA",Total,Percent Change in Median Earnings,-0.009195263,0.059681579,
2013-2014,12940,"Baton Rouge, LA",White,Percent Change in Median Earnings,0.038743738,0.047686279,
2013-2014,12940,"Baton Rouge, LA",Black,Percent Change in Median Earnings,-0.054310359,0.058557928,
2013-2014,12940,"Baton Rouge, LA",Hispanic,Percent Change in Median Earnings,-0.013193483,0.261160165,
2013-2014,12940,"Baton Rouge, LA",Asian,Percent Change in Median Earnings,-0.106594965,0.338193387,
2013-2014,12940,"Baton Rouge, LA",Other,Percent Change in Median Earnings,0.837501764,0.954754472,
2013-2014,12940,"Baton Rouge, LA",People of Color,Percent Change in Median Earnings,-0.066645436,0.071127914,
2013-2014,12940,"Baton Rouge, LA",Total,Percent Change in Median Earnings,-0.045025941,0.044906978,
2000-2014,13820,"Birmingham-Hoover, AL",White,Percent Change in Median Earnings,-0.045867484,0.024868844,*
2000-2014,13820,"Birmingham-Hoover, AL",Black,Percent Change in Median Earnings,-0.052607767,0.049929284,
2000-2014,13820,"Birmingham-Hoover, AL",Hispanic,Percent Change in Median Earnings,-0.118028745,0.0478925,*
2000-2014,13820,"Birmingham-Hoover, AL",Asian,Percent Change in Median Earnings,0.172492564,0.218487218,
2000-2014,13820,"Birmingham-Hoover, AL",Other,Percent Change in Median Earnings,-0.013584775,0.191741392,
2000-2014,13820,"Birmingham-Hoover, AL",People of Color,Percent Change in Median Earnings,-0.057784803,0.041955095,
2000-2014,13820,"Birmingham-Hoover, AL",Total,Percent Change in Median Earnings,-0.078267761,0.015178781,*
2009-2014,13820,"Birmingham-Hoover, AL",White,Percent Change in Median Earnings,-0.075248972,0.028144546,*
2009-2014,13820,"Birmingham-Hoover, AL",Black,Percent Change in Median Earnings,-0.149229005,0.055939935,*
2009-2014,13820,"Birmingham-Hoover, AL",Hispanic,Percent Change in Median Earnings,0.05685832,0.138810188,
2009-2014,13820,"Birmingham-Hoover, AL",Asian,Percent Change in Median Earnings,0.291348845,0.34138304,
2009-2014,13820,"Birmingham-Hoover, AL",Other,Percent Change in Median Earnings,-0.036717646,0.436036468,
2009-2014,13820,"Birmingham-Hoover, AL",People of Color,Percent Change in Median Earnings,-0.113780223,0.059151664,*
2009-2014,13820,"Birmingham-Hoover, AL",Total,Percent Change in Median Earnings,-0.075248957,0.015270439,*
2013-2014,13820,"Birmingham-Hoover, AL",White,Percent Change in Median Earnings,-0.040604807,0.044618912,
2013-2014,13820,"Birmingham-Hoover, AL",Black,Percent Change in Median Earnings,-0.09213797,0.05479604,*
2013-2014,13820,"Birmingham-Hoover, AL",Hispanic,Percent Change in Median Earnings,0.096451648,0.091491468,
2013-2014,13820,"Birmingham-Hoover, AL",Asian,Percent Change in Median Earnings,-0.142574728,0.23473151,
2013-2014,13820,"Birmingham-Hoover, AL",Other,Percent Change in Median Earnings,-0.29513818,0.176602677,*
2013-2014,13820,"Birmingham-Hoover, AL",People of Color,Percent Change in Median Earnings,-0.09213797,0.050109129,*
2013-2014,13820,"Birmingham-Hoover, AL",Total,Percent Change in Median Earnings,-0.013193514,0.036704067,
2000-2014,14260,"Boise City, ID",White,Percent Change in Median Earnings,-0.06290558,0.026678069,*
2000-2014,14260,"Boise City, ID",Black,Percent Change in Median Earnings,-0.356501669,0.284908026,
2000-2014,14260,"Boise City, ID",Hispanic,Percent Change in Median Earnings,0.099524125,0.069160067,
2000-2014,14260,"Boise City, ID",Asian,Percent Change in Median Earnings,-0.165578499,0.403187335,
2000-2014,14260,"Boise City, ID",Other,Percent Change in Median Earnings,-0.349992305,0.240876228,
2000-2014,14260,"Boise City, ID",People of Color,Percent Change in Median Earnings,-0.045867432,0.065255783,
2000-2014,14260,"Boise City, ID",Total,Percent Change in Median Earnings,-0.058703307,0.049543977,
2009-2014,14260,"Boise City, ID",White,Percent Change in Median Earnings,-0.009195263,0.06371741,
2009-2014,14260,"Boise City, ID",Black,Percent Change in Median Earnings,0.795633256,1.025937438,
2009-2014,14260,"Boise City, ID",Hispanic,Percent Change in Median Earnings,0.130251303,0.09974096,
2009-2014,14260,"Boise City, ID",Asian,Percent Change in Median Earnings,-0.354941994,0.367309839,
2009-2014,14260,"Boise City, ID",Other,Percent Change in Median Earnings,-0.105079681,0.338466406,
2009-2014,14260,"Boise City, ID",People of Color,Percent Change in Median Earnings,0.072915629,0.092899024,
2009-2014,14260,"Boise City, ID",Total,Percent Change in Median Earnings,0.035721209,0.060489979,
2013-2014,14260,"Boise City, ID",White,Percent Change in Median Earnings,0.09645173,0.048839059,*
2013-2014,14260,"Boise City, ID",Black,Percent Change in Median Earnings,0.038743738,1.948902607,
2013-2014,14260,"Boise City, ID",Hispanic,Percent Change in Median Earnings,0.08548715,0.083136365,
2013-2014,14260,"Boise City, ID",Asian,Percent Change in Median Earnings,0.01048988,0.565386117,
2013-2014,14260,"Boise City, ID",Other,Percent Change in Median Earnings,0.138622984,0.510614693,
2013-2014,14260,"Boise City, ID",People of Color,Percent Change in Median Earnings,0.036146879,0.087304302,
2013-2014,14260,"Boise City, ID",Total,Percent Change in Median Earnings,0.105223335,0.061727781,*
2000-2014,14460,"Boston-Cambridge-Newton, MA-NH",White,Percent Change in Median Earnings,0.054231256,0.000684184,*
2000-2014,14460,"Boston-Cambridge-Newton, MA-NH",Black,Percent Change in Median Earnings,-0.125378534,0.055127192,*
2000-2014,14460,"Boston-Cambridge-Newton, MA-NH",Hispanic,Percent Change in Median Earnings,-0.013584775,0.020182863,
2000-2014,14460,"Boston-Cambridge-Newton, MA-NH",Asian,Percent Change in Median Earnings,0.175961629,0.03813947,*
2000-2014,14460,"Boston-Cambridge-Newton, MA-NH",Other,Percent Change in Median Earnings,-0.107529074,0.07716506,
2000-2014,14460,"Boston-Cambridge-Newton, MA-NH",People of Color,Percent Change in Median Earnings,0.001839193,0.033262737,
2000-2014,14460,"Boston-Cambridge-Newton, MA-NH",Total,Percent Change in Median Earnings,-0.000432592,0.000414892,
2009-2014,14460,"Boston-Cambridge-Newton, MA-NH",White,Percent Change in Median Earnings,0.040344987,0.000805768,*
2009-2014,14460,"Boston-Cambridge-Newton, MA-NH",Black,Percent Change in Median Earnings,-0.136899009,0.065558456,*
2009-2014,14460,"Boston-Cambridge-Newton, MA-NH",Hispanic,Percent Change in Median Earnings,0.155938879,0.041189559,*
2009-2014,14460,"Boston-Cambridge-Newton, MA-NH",Asian,Percent Change in Median Earnings,-0.046648372,0.058903411,
2009-2014,14460,"Boston-Cambridge-Newton, MA-NH",Other,Percent Change in Median Earnings,-0.174329385,0.123014718,
2009-2014,14460,"Boston-Cambridge-Newton, MA-NH",People of Color,Percent Change in Median Earnings,0.006951122,0.049666889,
2009-2014,14460,"Boston-Cambridge-Newton, MA-NH",Total,Percent Change in Median Earnings,-0.026577799,0.013345825,*
2013-2014,14460,"Boston-Cambridge-Newton, MA-NH",White,Percent Change in Median Earnings,0.032704584,0.023155747,
2013-2014,14460,"Boston-Cambridge-Newton, MA-NH",Black,Percent Change in Median Earnings,-0.078980602,0.058857225,
2013-2014,14460,"Boston-Cambridge-Newton, MA-NH",Hispanic,Percent Change in Median Earnings,0.072615772,0.060177065,
2013-2014,14460,"Boston-Cambridge-Newton, MA-NH",Asian,Percent Change in Median Earnings,-0.013193483,0.044607736,
2013-2014,14460,"Boston-Cambridge-Newton, MA-NH",Other,Percent Change in Median Earnings,-0.177661255,0.089589015,*
2013-2014,14460,"Boston-Cambridge-Newton, MA-NH",People of Color,Percent Change in Median Earnings,-0.032929633,0.036901202,
2013-2014,14460,"Boston-Cambridge-Newton, MA-NH",Total,Percent Change in Median Earnings,-0.013193483,0.012136258,
2000-2014,14860,"Bridgeport-Stamford-Norwalk, CT",White,Percent Change in Median Earnings,-0.025421726,0.038465131,
2000-2014,14860,"Bridgeport-Stamford-Norwalk, CT",Black,Percent Change in Median Earnings,-0.150165305,0.03759123,*
2000-2014,14860,"Bridgeport-Stamford-Norwalk, CT",Hispanic,Percent Change in Median Earnings,-0.100389339,0.052158009,*
2000-2014,14860,"Bridgeport-Stamford-Norwalk, CT",Asian,Percent Change in Median Earnings,0.235728979,0.181871191,
2000-2014,14860,"Bridgeport-Stamford-Norwalk, CT",Other,Percent Change in Median Earnings,-0.216248244,0.22009559,
2000-2014,14860,"Bridgeport-Stamford-Norwalk, CT",People of Color,Percent Change in Median Earnings,-0.116103075,0.047385726,*
2000-2014,14860,"Bridgeport-Stamford-Norwalk, CT",Total,Percent Change in Median Earnings,-0.118028745,0.006848705,*
2009-2014,14860,"Bridgeport-Stamford-Norwalk, CT",White,Percent Change in Median Earnings,0.001813677,0.064313218,
2009-2014,14860,"Bridgeport-Stamford-Norwalk, CT",Black,Percent Change in Median Earnings,-0.075248897,0.087027334,
2009-2014,14860,"Bridgeport-Stamford-Norwalk, CT",Hispanic,Percent Change in Median Earnings,0.008819284,0.093170516,
2009-2014,14860,"Bridgeport-Stamford-Norwalk, CT",Asian,Percent Change in Median Earnings,0.109701283,0.284837455,
2009-2014,14860,"Bridgeport-Stamford-Norwalk, CT",Other,Percent Change in Median Earnings,-0.212249115,0.323471695,
2009-2014,14860,"Bridgeport-Stamford-Norwalk, CT",People of Color,Percent Change in Median Earnings,-0.075248994,0.064037167,
2009-2014,14860,"Bridgeport-Stamford-Norwalk, CT",Total,Percent Change in Median Earnings,-0.026577799,0.038154706,
2013-2014,14860,"Bridgeport-Stamford-Norwalk, CT",White,Percent Change in Median Earnings,0.026278827,0.043301933,
2013-2014,14860,"Bridgeport-Stamford-Norwalk, CT",Black,Percent Change in Median Earnings,0.062714793,0.10394077,
2013-2014,14860,"Bridgeport-Stamford-Norwalk, CT",Hispanic,Percent Change in Median Earnings,-0.013193468,0.079407685,
2013-2014,14860,"Bridgeport-Stamford-Norwalk, CT",Asian,Percent Change in Median Earnings,-0.013193514,0.21844326,
2013-2014,14860,"Bridgeport-Stamford-Norwalk, CT",Other,Percent Change in Median Earnings,-0.459605962,0.235139504,*
2013-2014,14860,"Bridgeport-Stamford-Norwalk, CT",People of Color,Percent Change in Median Earnings,-0.024037488,0.065044701,
2013-2014,14860,"Bridgeport-Stamford-Norwalk, CT",Total,Percent Change in Median Earnings,-0.013193483,0.026406618,
2000-2014,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",White,Percent Change in Median Earnings,0.015185623,0.034717575,
2000-2014,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Black,Percent Change in Median Earnings,0.157311648,0.047460765,*
2000-2014,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Hispanic,Percent Change in Median Earnings,-0.263324618,0.090775035,*
2000-2014,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Asian,Percent Change in Median Earnings,-0.294423014,0.136370406,*
2000-2014,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Other,Percent Change in Median Earnings,-0.042081203,0.091288641,
2000-2014,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",People of Color,Percent Change in Median Earnings,-0.000432601,0.085918829,
2000-2014,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Total,Percent Change in Median Earnings,-0.022162287,0.00107477,*
2009-2014,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",White,Percent Change in Median Earnings,0.001813632,0.034623526,
2009-2014,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Black,Percent Change in Median Earnings,0.125189781,0.075113975,*
2009-2014,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Hispanic,Percent Change in Median Earnings,0.122912012,0.234104753,
2009-2014,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Asian,Percent Change in Median Earnings,-0.383499295,0.277590543,
2009-2014,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Other,Percent Change in Median Earnings,-0.07524886,0.22719793,
2009-2014,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",People of Color,Percent Change in Median Earnings,0.017226193,0.092167325,
2009-2014,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Total,Percent Change in Median Earnings,-0.036717635,0.034486789,
2013-2014,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",White,Percent Change in Median Earnings,-0.028145127,0.04375134,
2013-2014,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Black,Percent Change in Median Earnings,0.059744392,0.07628572,
2013-2014,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Hispanic,Percent Change in Median Earnings,-0.366954327,0.143859535,*
2013-2014,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Asian,Percent Change in Median Earnings,-0.368443817,0.286145717,
2013-2014,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Other,Percent Change in Median Earnings,0.182111949,0.230052948,
2013-2014,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",People of Color,Percent Change in Median Earnings,-0.056098133,0.102477685,
2013-2014,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Total,Percent Change in Median Earnings,-0.045025941,0.0312564,
2000-2014,15980,"Cape Coral-Fort Myers, FL",White,Percent Change in Median Earnings,-0.074868515,0.046690341,
2000-2014,15980,"Cape Coral-Fort Myers, FL",Black,Percent Change in Median Earnings,-0.020310355,0.104257904,
2000-2014,15980,"Cape Coral-Fort Myers, FL",Hispanic,Percent Change in Median Earnings,-0.06290555,0.030419271,*
2000-2014,15980,"Cape Coral-Fort Myers, FL",Asian,Percent Change in Median Earnings,0.374405146,0.339524418,
2000-2014,15980,"Cape Coral-Fort Myers, FL",Other,Percent Change in Median Earnings,0.215690106,0.264715075,
2000-2014,15980,"Cape Coral-Fort Myers, FL",People of Color,Percent Change in Median Earnings,-0.06178328,0.06546893,
2000-2014,15980,"Cape Coral-Fort Myers, FL",Total,Percent Change in Median Earnings,-0.120099097,0.018107545,*
2009-2014,15980,"Cape Coral-Fort Myers, FL",White,Percent Change in Median Earnings,-0.097044468,0.056814887,*
2009-2014,15980,"Cape Coral-Fort Myers, FL",Black,Percent Change in Median Earnings,0.063463785,0.140849099,
2009-2014,15980,"Cape Coral-Fort Myers, FL",Hispanic,Percent Change in Median Earnings,-0.075248897,0.068931744,
2009-2014,15980,"Cape Coral-Fort Myers, FL",Asian,Percent Change in Median Earnings,0.220671356,0.570829391,
2009-2014,15980,"Cape Coral-Fort Myers, FL",Other,Percent Change in Median Earnings,1.134040952,0.813085437,
2009-2014,15980,"Cape Coral-Fort Myers, FL",People of Color,Percent Change in Median Earnings,-0.033635121,0.078460507,
2009-2014,15980,"Cape Coral-Fort Myers, FL",Total,Percent Change in Median Earnings,-0.075248934,0.028974986,*
2013-2014,15980,"Cape Coral-Fort Myers, FL",White,Percent Change in Median Earnings,0.022049664,0.075516254,
2013-2014,15980,"Cape Coral-Fort Myers, FL",Black,Percent Change in Median Earnings,0.13482751,0.145116448,
2013-2014,15980,"Cape Coral-Fort Myers, FL",Hispanic,Percent Change in Median Earnings,-0.013193483,0.059739538,
2013-2014,15980,"Cape Coral-Fort Myers, FL",Asian,Percent Change in Median Earnings,0.39165023,0.365771145,
2013-2014,15980,"Cape Coral-Fort Myers, FL",Other,Percent Change in Median Earnings,1.387435317,0.595864654,*
2013-2014,15980,"Cape Coral-Fort Myers, FL",People of Color,Percent Change in Median Earnings,0.031212788,0.085972361,
2013-2014,15980,"Cape Coral-Fort Myers, FL",Total,Percent Change in Median Earnings,0.027923504,0.02466448,
2000-2014,16700,"Charleston-North Charleston, SC",White,Percent Change in Median Earnings,0.079532802,0.059426472,
2000-2014,16700,"Charleston-North Charleston, SC",Black,Percent Change in Median Earnings,-0.074474603,0.028728027,*
2000-2014,16700,"Charleston-North Charleston, SC",Hispanic,Percent Change in Median Earnings,-0.025421761,0.093973607,
2000-2014,16700,"Charleston-North Charleston, SC",Asian,Percent Change in Median Earnings,-0.170865789,0.144067019,
2000-2014,16700,"Charleston-North Charleston, SC",Other,Percent Change in Median Earnings,0.201260492,0.313467205,
2000-2014,16700,"Charleston-North Charleston, SC",People of Color,Percent Change in Median Earnings,-0.096776463,0.046069808,*
2000-2014,16700,"Charleston-North Charleston, SC",Total,Percent Change in Median Earnings,0.055881079,0.019098682,*
2009-2014,16700,"Charleston-North Charleston, SC",White,Percent Change in Median Earnings,0.109701276,0.068833247,
2009-2014,16700,"Charleston-North Charleston, SC",Black,Percent Change in Median Earnings,-0.075248897,0.056323353,
2009-2014,16700,"Charleston-North Charleston, SC",Hispanic,Percent Change in Median Earnings,0.068601266,0.153261781,
2009-2014,16700,"Charleston-North Charleston, SC",Asian,Percent Change in Median Earnings,-0.177999124,0.280111015,
2009-2014,16700,"Charleston-North Charleston, SC",Other,Percent Change in Median Earnings,0.664551854,0.522476137,
2009-2014,16700,"Charleston-North Charleston, SC",People of Color,Percent Change in Median Earnings,-0.075248897,0.062740661,
2009-2014,16700,"Charleston-North Charleston, SC",Total,Percent Change in Median Earnings,0.067020468,0.041814867,
2013-2014,16700,"Charleston-North Charleston, SC",White,Percent Change in Median Earnings,-0.002105815,0.061900675,
2013-2014,16700,"Charleston-North Charleston, SC",Black,Percent Change in Median Earnings,-0.013193483,0.042467885,
2013-2014,16700,"Charleston-North Charleston, SC",Hispanic,Percent Change in Median Earnings,0.026278788,0.146043003,
2013-2014,16700,"Charleston-North Charleston, SC",Asian,Percent Change in Median Earnings,-0.166078985,0.204840317,
2013-2014,16700,"Charleston-North Charleston, SC",Other,Percent Change in Median Earnings,0.332188785,0.378980219,
2013-2014,16700,"Charleston-North Charleston, SC",People of Color,Percent Change in Median Earnings,-0.013193483,0.059569657,
2013-2014,16700,"Charleston-North Charleston, SC",Total,Percent Change in Median Earnings,-0.013193514,0.026163613,
2000-2014,16740,"Charlotte-Concord-Gastonia, NC-SC",White,Percent Change in Median Earnings,-0.036131416,0.025563575,
2000-2014,16740,"Charlotte-Concord-Gastonia, NC-SC",Black,Percent Change in Median Earnings,-0.214625597,0.023822468,*
2000-2014,16740,"Charlotte-Concord-Gastonia, NC-SC",Hispanic,Percent Change in Median Earnings,-0.096776463,0.01334102,*
2000-2014,16740,"Charlotte-Concord-Gastonia, NC-SC",Asian,Percent Change in Median Earnings,0.218222722,0.14860557,
2000-2014,16740,"Charlotte-Concord-Gastonia, NC-SC",Other,Percent Change in Median Earnings,-0.114019744,0.083332472,
2000-2014,16740,"Charlotte-Concord-Gastonia, NC-SC",People of Color,Percent Change in Median Earnings,-0.17535688,0.020171471,*
2000-2014,16740,"Charlotte-Concord-Gastonia, NC-SC",Total,Percent Change in Median Earnings,-0.100389354,0.000665137,*
2009-2014,16740,"Charlotte-Concord-Gastonia, NC-SC",White,Percent Change in Median Earnings,-0.037831221,0.029077737,
2009-2014,16740,"Charlotte-Concord-Gastonia, NC-SC",Black,Percent Change in Median Earnings,-0.152311549,0.047802653,*
2009-2014,16740,"Charlotte-Concord-Gastonia, NC-SC",Hispanic,Percent Change in Median Earnings,-0.036717575,0.051154483,
2009-2014,16740,"Charlotte-Concord-Gastonia, NC-SC",Asian,Percent Change in Median Earnings,0.202176332,0.232927442,
2009-2014,16740,"Charlotte-Concord-Gastonia, NC-SC",Other,Percent Change in Median Earnings,0.202176467,0.219195142,
2009-2014,16740,"Charlotte-Concord-Gastonia, NC-SC",People of Color,Percent Change in Median Earnings,-0.075248979,0.036298905,*
2009-2014,16740,"Charlotte-Concord-Gastonia, NC-SC",Total,Percent Change in Median Earnings,-0.075248957,0.001021986,*
2013-2014,16740,"Charlotte-Concord-Gastonia, NC-SC",White,Percent Change in Median Earnings,0.00070528,0.03015643,
2013-2014,16740,"Charlotte-Concord-Gastonia, NC-SC",Black,Percent Change in Median Earnings,-0.095427334,0.048893288,*
2013-2014,16740,"Charlotte-Concord-Gastonia, NC-SC",Hispanic,Percent Change in Median Earnings,-0.013193483,0.03307246,
2013-2014,16740,"Charlotte-Concord-Gastonia, NC-SC",Asian,Percent Change in Median Earnings,-0.037863664,0.170250982,
2013-2014,16740,"Charlotte-Concord-Gastonia, NC-SC",Other,Percent Change in Median Earnings,-0.013193388,0.210935876,
2013-2014,16740,"Charlotte-Concord-Gastonia, NC-SC",People of Color,Percent Change in Median Earnings,-0.076181129,0.031815656,*
2013-2014,16740,"Charlotte-Concord-Gastonia, NC-SC",Total,Percent Change in Median Earnings,-0.013193514,0.001058017,*
2000-2014,16860,"Chattanooga, TN-GA",White,Percent Change in Median Earnings,-0.051043615,0.001334038,*
2000-2014,16860,"Chattanooga, TN-GA",Black,Percent Change in Median Earnings,-0.133323058,0.08890146,
2000-2014,16860,"Chattanooga, TN-GA",Hispanic,Percent Change in Median Earnings,-0.14255856,0.113326006,
2000-2014,16860,"Chattanooga, TN-GA",Asian,Percent Change in Median Earnings,-0.085395828,0.230059996,
2000-2014,16860,"Chattanooga, TN-GA",Other,Percent Change in Median Earnings,-0.258562595,0.38330394,
2000-2014,16860,"Chattanooga, TN-GA",People of Color,Percent Change in Median Earnings,-0.167027146,0.073133759,*
2000-2014,16860,"Chattanooga, TN-GA",Total,Percent Change in Median Earnings,-0.045867432,0.047553387,
2009-2014,16860,"Chattanooga, TN-GA",White,Percent Change in Median Earnings,-0.043360937,0.03189135,
2009-2014,16860,"Chattanooga, TN-GA",Black,Percent Change in Median Earnings,0.05685832,0.113464266,
2009-2014,16860,"Chattanooga, TN-GA",Hispanic,Percent Change in Median Earnings,-0.059836388,0.243092626,
2009-2014,16860,"Chattanooga, TN-GA",Asian,Percent Change in Median Earnings,0.410245448,0.510944903,
2009-2014,16860,"Chattanooga, TN-GA",Other,Percent Change in Median Earnings,-0.243385494,0.542726815,
2009-2014,16860,"Chattanooga, TN-GA",People of Color,Percent Change in Median Earnings,0.05685832,0.09876769,
2009-2014,16860,"Chattanooga, TN-GA",Total,Percent Change in Median Earnings,-0.004114213,0.068724819,
2013-2014,16860,"Chattanooga, TN-GA",White,Percent Change in Median Earnings,-0.013193514,0.020812094,
2013-2014,16860,"Chattanooga, TN-GA",Black,Percent Change in Median Earnings,-0.094672926,0.116283551,
